hwID,utcTime,sourceID,bucketCamera,d2Dmode,LED1,LED2,rearCamera,leftCamera,rightCamera,comments,statusCalc,lastRevisionDate,lastRevisionBy,alarmRateMTDL,alarmRateLSM,totalLogsMTDL,totalLogsLSM,totalCycles,Is2D,totalLogsFM,totalLogsWM,stereoCamera,lcsStatus,hasLCS,LEDLights,faultyLED,hwStatusMC,hwStatusNonMC,MainStatusMC,MainStatusNonMC,customerDiagnostic
5299,"Tue, 30 Apr 2024 06:38:41 GMT",052-220718 - IBO EX8388,1,TRUE,0,5,0,0,0,"[Mark Watters][Tue, 30 Apr 2024 06:38:20 GMT]",AVERAGE,Tue Apr 30 2024 14:38:41 GMT+0800 (Australian Western Standard Time),Mark Watters,N/A,N/A,N/A,N/A,N/A,NULL,N/A,0,,0,TRUE,,,GOOD,GOOD,AVERAGE,,
5366,"Tue, 30 Apr 2024 09:36:32 GMT",SIS 054-0800_996_Gen3,1,FALSE,0,0,0,0,0,Bucket camera and needs cleaning.,AVERAGE,Tue Apr 30 2024 11:36:32 GMT+0200 (South Africa Standard Time),Jakkie Page,0%,0%,58,40,741,NULL,42,4,,0,FALSE,,,GOOD,GOOD,AVERAGE,,
5440,"Wed, 01 May 2024 20:06:25 GMT",KEV FS201,1,FALSE,0,0,0,0,0,"[Yerbol Zhumanazar][Wed, 01 May 2024 20:06:23 GMT] +",AVERAGE,Thu May 02 2024 01:06:25 GMT+0500 (Ð—Ð°Ð¿Ð°Ð´Ð½Ñ‹Ð¹ ÐšÐ°Ð·Ð°Ñ…ÑÑ‚Ð°Ð½),Yerbol Zhumanazar,0%,0%,263,230,233,NULL,154,,,0,TRUE,,,GOOD,GOOD,AVERAGE,,
5452,"Thu, 02 May 2024 02:48:22 GMT",052-220718 - IBO EX8388,1,TRUE,0,5,0,0,0,"[Mark Watters][Thu, 02 May 2024 02:47:57 GMT]",AVERAGE,Thu May 02 2024 10:48:22 GMT+0800 (Australian Western Standard Time),Mark Watters,0.07%,0%,1362,1156,1152,NULL,787,856,,0,TRUE,,,GOOD,GOOD,AVERAGE,,
,,,,,,,,,,System is working properly,,,,,,,,,,,,,,,,,,,,,
5557,"Thu, 02 May 2024 19:28:57 GMT",KEV FS201,1,FALSE,0,0,0,0,0,"[Yerbol Zhumanazar][Thu, 02 May 2024 19:28:54 GMT] Without connection",AVERAGE,Fri May 03 2024 00:28:57 GMT+0500 (Ð—Ð°Ð¿Ð°Ð´Ð½Ñ‹Ð¹ ÐšÐ°Ð·Ð°Ñ…ÑÑ‚Ð°Ð½),Yerbol Zhumanazar,0%,0%,267,221,256,NULL,152,131,,0,TRUE,,,GOOD,GOOD,AVERAGE,,
,,,,,,,,,, Bucket camera and needs cleaning.,,,,,,,,,,,,,,,,,,,,,
5574,"Thu, 02 May 2024 22:10:26 GMT",SIS 054-0800_996_Gen3,1,FALSE,0,0,0,0,0,"[Mandana Mazaheri][Thu, 02 May 2024 21:34:09 GMT] CRITICAL camera cleaning is required. There is not much decisions made due to dirty camera. https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgPKOIA3/view",AVERAGE,Thu May 02 2024 15:10:26 GMT-0700 (Pacific Daylight Time),Mandana Mazaheri,0%,0%,50,38,1132,NULL,95,0,,0,FALSE,,,GOOD,GOOD,AVERAGE,,
5575,"Thu, 02 May 2024 22:10:29 GMT",SIS 054-0800_996_Gen3,1,FALSE,0,0,0,0,0,"[Mandana Mazaheri][Thu, 02 May 2024 21:34:09 GMT] CRITICAL camera cleaning is required. There is not much decisions made due to dirty camera. https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgPKOIA3/view",AVERAGE,Thu May 02 2024 15:10:29 GMT-0700 (Pacific Daylight Time),Mandana Mazaheri,0%,0%,50,38,1132,NULL,95,0,,0,FALSE,,,GOOD,GOOD,AVERAGE,,
5605,"Fri, 03 May 2024 09:35:28 GMT",MPM RS126,1,FALSE,0,0,0,0,0,Bucket camera requires cleaning. Low logs.,AVERAGE,Fri May 03 2024 11:35:28 GMT+0200 (South Africa Standard Time),Jakkie Page,17.19%,0%,64,7,N/A,NULL,17,0,,0,FALSE,,,GOOD,GOOD,AVERAGE,,
5606,"Fri, 03 May 2024 09:37:19 GMT",SIS 054-0800_996_Gen3,1,FALSE,0,0,0,0,0,CRITICAL camera cleaning is required. There is not much decisions made due to dirty camera. https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgPKOIA3/view,AVERAGE,Fri May 03 2024 11:37:19 GMT+0200 (South Africa Standard Time),Jakkie Page,0%,0%,101,74,1035,NULL,81,0,,0,FALSE,,,GOOD,GOOD,AVERAGE,,
,,,,,,,,,,"Operating system, peripheral cameras require cleaning, coordination is being made on this matter",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Peripheral cameras x3 require cleaning and the camera suffers from a black image.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Peripheral cameras x3 require cleaning and the camera suffers from a black image.,,,,,,,,,,,,,,,,,,,,,
5674,"Fri, 03 May 2024 16:40:58 GMT",Horizon SH1208,3,FALSE,3,0,0,0,0,"[Pavan Bains][Fri, 03 May 2024 16:39:49 GMT]  - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM)",WRONG,Fri May 03 2024 09:40:58 GMT-0700 (Pacific Daylight Time),Pavan Bains,0.34%,1%,884,301,1128,NULL,N/A,2,,0,FALSE,,,GOOD,GOOD,AVERAGE,,
5675,"Fri, 03 May 2024 16:40:59 GMT",Horizon SH1208,3,FALSE,3,0,0,0,0,"[Pavan Bains][Fri, 03 May 2024 16:39:49 GMT]  - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM)",WRONG,Fri May 03 2024 09:40:59 GMT-0700 (Pacific Daylight Time),Pavan Bains,0.34%,1%,884,301,1128,NULL,N/A,2,,0,FALSE,,,GOOD,GOOD,AVERAGE,,
5676,"Fri, 03 May 2024 16:41:02 GMT",Horizon SH1208,3,FALSE,3,0,0,0,0,"[Pavan Bains][Fri, 03 May 2024 16:39:49 GMT]  - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM)",WRONG,Fri May 03 2024 09:41:02 GMT-0700 (Pacific Daylight Time),Pavan Bains,0.34%,1%,884,301,1128,NULL,N/A,2,,0,FALSE,,,GOOD,GOOD,AVERAGE,,
5756,"Fri, 03 May 2024 17:24:03 GMT",Horizon SH1208,3,FALSE,3,0,0,0,0,"[Pavan Bains][Fri, 03 May 2024 16:39:49 GMT]  - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM)",WRONG,Fri May 03 2024 10:24:03 GMT-0700 (Pacific Daylight Time),Pavan Bains,0.34%,2.61%,890,307,1130,NULL,N/A,2,,1,FALSE,,,GOOD,GOOD,AVERAGE,,
5771,"Fri, 03 May 2024 18:57:59 GMT",SIS 054-0800_996_Gen3,1,FALSE,0,0,0,0,0,"[Mandana Mazaheri][Fri, 03 May 2024 18:57:21 GMT] CRITICAL camera cleaning is required. There is not much decisions made due to dirty camera. I switched it to 2D Pipeline in the meantime https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgPKOIA3/view",AVERAGE,Fri May 03 2024 11:57:59 GMT-0700 (Pacific Daylight Time),Mandana Mazaheri,0%,0%,129,102,1031,NULL,68,9,,0,FALSE,,,GOOD,GOOD,AVERAGE,,
,,,,,,,,,,Camera dirty and LED off https://escogroup.lightning.force.com/lightning/r/Case/500Do00000HtRsiIAF/view https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgGKtIAN/view,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"[kelly][Thu, 25 Apr 2024 16:29:54 GMT] Good grab rate with low false alarm rate. There are 2 missing tooth incidents on 04/21 and first one alarmed very late and second one alarmed one time then alarmed 8 consecutive alarms after another 5 TM logs. Check configuration is recommended.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"[Gabriel Albrecht ][Fri, 26 Apr 2024 18:49:16 GMT]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,condition reported by Kelly is maintained and recommended actions will be taken.,,,,,,,,,,,,,,,,,,,,,
5858,"Mon, 06 May 2024 01:33:10 GMT",052-220718 - IBO EX8388,1,TRUE,0,5,0,0,0,"Customer has cleaned the cameras. Bucket camera slightly smudged. System functioning, OK.",AVERAGE,Mon May 06 2024 09:33:10 GMT+0800 (Australian Western Standard Time),Andrew Marson,2.40%,0%,1167,812,1081,NULL,443,518,,0,TRUE,,,GOOD,GOOD,AVERAGE,,
,,,,,,,,,,Camera dirty and LED off https://escogroup.lightning.force.com/lightning/r/Case/500Do00000HtRsiIAF/view https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgGKtIAN/view,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"[kelly][Thu, 25 Apr 2024 16:29:54 GMT] Good grab rate with low false alarm rate. There are 2 missing tooth incidents on 04/21 and first one alarmed very late and second one alarmed one time then alarmed 8 consecutive alarms after another 5 TM logs. Check configuration is recommended.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"[Gabriel Albrecht ][Fri, 26 Apr 2024 18:49:16 GMT]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,condition reported by Kelly is maintained and recommended actions will be taken.,,,,,,,,,,,,,,,,,,,,,
5951,"Mon, 06 May 2024 23:28:37 GMT",060-220923-MCM-020-053,1,FALSE,0,0,0,0,1,Cameras need to be cleaned,AVERAGE,Mon May 06 2024 16:28:37 GMT-0700 (Pacific Daylight Time),Malcolm Brown,N/A,N/A,N/A,N/A,590,NULL,0,0,,0,FALSE,,,GOOD,GOOD,AVERAGE,,
6017,"Mon, 06 May 2024 23:52:41 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Mon, 06 May 2024 23:52:26 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM)",WRONG,Mon May 06 2024 16:52:41 GMT-0700 (Pacific Daylight Time),Pavan Bains,3.21%,26.76%,530,213,724,NULL,N/A,21,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
6018,"Mon, 06 May 2024 23:52:41 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Mon, 06 May 2024 23:52:26 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM)",WRONG,Mon May 06 2024 16:52:41 GMT-0700 (Pacific Daylight Time),Pavan Bains,3.21%,26.76%,530,213,724,NULL,N/A,21,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
6019,"Mon, 06 May 2024 23:53:10 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Mon, 06 May 2024 23:52:26 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM), High FAR (MTDL,LSM)",WRONG,Mon May 06 2024 16:53:10 GMT-0700 (Pacific Daylight Time),Pavan Bains,3.21%,26.76%,530,213,724,NULL,N/A,21,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
6020,"Mon, 06 May 2024 23:53:10 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Mon, 06 May 2024 23:52:26 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM), High FAR (MTDL,LSM)",WRONG,Mon May 06 2024 16:53:10 GMT-0700 (Pacific Daylight Time),Pavan Bains,3.21%,26.76%,530,213,724,NULL,N/A,21,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
6021,"Mon, 06 May 2024 23:53:44 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Mon, 06 May 2024 23:52:26 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM), High FAR (MTDL,LSM) (high false positive due to twin tiger teeth)",WRONG,Mon May 06 2024 16:53:44 GMT-0700 (Pacific Daylight Time),Pavan Bains,3.21%,26.76%,530,213,724,NULL,N/A,21,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
6022,"Mon, 06 May 2024 23:53:45 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Mon, 06 May 2024 23:52:26 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM), High FAR (MTDL,LSM) (high false positive due to twin tiger teeth)",WRONG,Mon May 06 2024 16:53:45 GMT-0700 (Pacific Daylight Time),Pavan Bains,3.21%,26.76%,530,213,724,NULL,N/A,21,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
6023,"Mon, 06 May 2024 23:53:45 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Mon, 06 May 2024 23:52:26 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM), High FAR (MTDL,LSM) (high false positive due to twin tiger teeth)",WRONG,Mon May 06 2024 16:53:45 GMT-0700 (Pacific Daylight Time),Pavan Bains,3.21%,26.76%,530,213,724,NULL,N/A,21,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
,,,,,,,,,,System functional. Machine down.,,,,,,,,,,,,,,,,,,,,,
6038,"Tue, 07 May 2024 07:22:28 GMT",052-220718 - IBO EX8388,1,TRUE,0,5,0,0,0,"[Andrew Marson][Tue, 07 May 2024 07:22:26 GMT] Customer has cleaned the cameras. Bucket camera slightly smudged. System functioning, OK.",AVERAGE,Tue May 07 2024 15:22:28 GMT+0800 (Australian Western Standard Time),Andrew Marson,1.06%,0%,1227,915,1158,NULL,414,,,0,TRUE,,,GOOD,GOOD,AVERAGE,,
6047,"Tue, 07 May 2024 08:21:28 GMT",SIS 054-0800_996_Gen3,1,FALSE,0,0,0,0,0,System is working well.,AVERAGE,Tue May 07 2024 10:21:28 GMT+0200 (South Africa Standard Time),Jakkie Page,0%,0%,189,174,288,NULL,55,122,,0,FALSE,,,GOOD,GOOD,AVERAGE,,
,,,,,,,,,,"[Gabriel Horna Rodriguez][Mon, 29 Apr 2024 22:05:34 GMT] [Gabriel Horna Rodriguez][Mon, 29 Apr 2024 21:57:26 GMT] Misaligned bucket camera.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"[Gabriel Horna][Tue, 07 May 2024 18:26:11 GMT] [Gabriel Horna Rodriguez][Mon, 29 Apr 2024 22:05:38 GMT] https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgMp4IAF/view",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"[Gabriel Horna][Tue, 07 May 2024 18:29:09 GMT] [Gabriel Horna Rodriguez][Mon, 29 Apr 2024 22:06:17 GMT] https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgMp4IAF/view",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"[Gabriel Horna][Tue, 07 May 2024 20:37:04 GMT] https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgMqXIAV/view",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"[Gabriel Horna][Tue, 07 May 2024 20:37:04 GMT] https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgMqXIAV/view",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Camera dirty and LED off https://escogroup.lightning.force.com/lightning/r/Case/500Do00000HtRsiIAF/view https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgGKtIAN/view,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"[kelly][Thu, 25 Apr 2024 16:29:54 GMT] Good grab rate with low false alarm rate. There are 2 missing tooth incidents on 04/21 and first one alarmed very late and second one alarmed one time then alarmed 8 consecutive alarms after another 5 TM logs. Check configuration is recommended.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"[Gabriel Albrecht ][Fri, 26 Apr 2024 18:49:16 GMT]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,condition reported by Kelly is maintained and recommended actions will be taken.,,,,,,,,,,,,,,,,,,,,,
6212,"Wed, 08 May 2024 05:31:33 GMT",052-220718 - IBO EX8388,1,TRUE,0,5,0,0,0,"[Andrew Marson][Wed, 08 May 2024 05:30:51 GMT] System functioning, OK. Bucket camera slightly smudged. Latest Surveillance Log (UTC):08/05/2024 - 05:21:48 UTC about 3 minutes",AVERAGE,Wed May 08 2024 13:31:33 GMT+0800 (Australian Western Standard Time),Andrew Marson,0%,0%,1317,1078,1192,NULL,385,735,,0,TRUE,,,GOOD,GOOD,AVERAGE,,
6289,"Thu, 09 May 2024 05:37:08 GMT",052-220718 - IBO EX8388,1,TRUE,0,5,0,0,0,"[Andrew Marson][Thu, 09 May 2024 05:37:07 GMT] System functioning, OK. Bucket camera slightly smudged.Latest Surveillance Log (UTC):09/05/2024 - 05:33:12 UTC about 3 minutes",AVERAGE,Thu May 09 2024 13:37:08 GMT+0800 (Australian Western Standard Time),Andrew Marson,0%,0%,768,573,701,NULL,245,312,,0,TRUE,,,GOOD,GOOD,AVERAGE,,
6483,"Thu, 09 May 2024 21:26:07 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Thu, 09 May 2024 21:26:03 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM), High FAR (MTDL,LSM) (high false positive due to twin tiger teeth)",WRONG,Thu May 09 2024 14:26:07 GMT-0700 (Pacific Daylight Time),Pavan Bains,1.75%,1.87%,1086,749,1294,NULL,N/A,53,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
6484,"Thu, 09 May 2024 21:26:08 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Thu, 09 May 2024 21:26:03 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM), High FAR (MTDL,LSM) (high false positive due to twin tiger teeth)",WRONG,Thu May 09 2024 14:26:08 GMT-0700 (Pacific Daylight Time),Pavan Bains,1.75%,1.87%,1086,749,1294,NULL,N/A,53,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
6485,"Thu, 09 May 2024 21:26:08 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Thu, 09 May 2024 21:26:03 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM), High FAR (MTDL,LSM) (high false positive due to twin tiger teeth)",WRONG,Thu May 09 2024 14:26:08 GMT-0700 (Pacific Daylight Time),Pavan Bains,1.75%,1.87%,1086,749,1294,NULL,N/A,53,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
6486,"Thu, 09 May 2024 21:26:09 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Thu, 09 May 2024 21:26:03 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM), High FAR (MTDL,LSM) (high false positive due to twin tiger teeth)",WRONG,Thu May 09 2024 14:26:09 GMT-0700 (Pacific Daylight Time),Pavan Bains,1.75%,1.87%,1086,749,1294,NULL,N/A,53,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
6487,"Thu, 09 May 2024 21:26:09 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Thu, 09 May 2024 21:26:03 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM), High FAR (MTDL,LSM) (high false positive due to twin tiger teeth)",WRONG,Thu May 09 2024 14:26:09 GMT-0700 (Pacific Daylight Time),Pavan Bains,1.75%,1.87%,1086,749,1294,NULL,N/A,53,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
6488,"Thu, 09 May 2024 21:26:09 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Thu, 09 May 2024 21:26:03 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM), High FAR (MTDL,LSM) (high false positive due to twin tiger teeth)",WRONG,Thu May 09 2024 14:26:09 GMT-0700 (Pacific Daylight Time),Pavan Bains,1.75%,1.87%,1086,749,1294,NULL,N/A,53,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
6489,"Thu, 09 May 2024 21:26:20 GMT",Horizon SH1208,3,FALSE,3,0,3,0,0,"[Pavan Bains][Thu, 09 May 2024 21:26:03 GMT] - Bucket camera requires cleaning, site has been asked for cleaning and adjustment, Low logs (MTDL,LSM), High FAR (MTDL,LSM) (high false positive due to twin tiger teeth)",WRONG,Thu May 09 2024 14:26:20 GMT-0700 (Pacific Daylight Time),Pavan Bains,1.75%,1.87%,1086,749,1294,NULL,N/A,53,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
6490,"Thu, 09 May 2024 21:28:17 GMT",Horizon SH1202,1,FALSE,0,0,0,0,0,"[Pavan Bains][Thu, 09 May 2024 21:26:51 GMT] - System is working well, Low logs (MTDL,LSM), No connection to shovel due to it being in the pit with low network connectivity.",AVERAGE,Thu May 09 2024 14:28:17 GMT-0700 (Pacific Daylight Time),Pavan Bains,0%,5.24%,766,611,805,NULL,N/A,15,,1,TRUE,,,GOOD,GOOD,AVERAGE,,
6491,"Thu, 09 May 2024 21:28:31 GMT",Horizon SH1202,1,FALSE,0,0,0,0,0,"[Pavan Bains][Thu, 09 May 2024 21:26:51 GMT] - System is working well, Low logs (MTDL,LSM), No connection to shovel due to it being in the pit with low network connectivity.",AVERAGE,Thu May 09 2024 14:28:31 GMT-0700 (Pacific Daylight Time),Pavan Bains,0%,5.24%,766,611,805,NULL,N/A,15,,1,TRUE,,,GOOD,GOOD,AVERAGE,,
6495,"Fri, 10 May 2024 00:36:50 GMT",052-220718 - IBO EX8388,1,TRUE,0,5,0,0,0,"[Andrew Marson][Fri, 10 May 2024 00:36:44 GMT] System functioning, OK. Bucket camera slightly smudged. Latest Surveillance Log (UTC):10/05/2024 - 00:29:24 UTC about 3 minutes",AVERAGE,Fri May 10 2024 08:36:50 GMT+0800 (Australian Western Standard Time),Andrew Marson,0%,0%,1001,739,980,NULL,357,409,,0,TRUE,,,GOOD,GOOD,AVERAGE,,
,,,,,,,,,,https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgQtGIAV/view https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgSinIAF/view,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"Rear camera with problem, requires check. CPU restarts intermittently, CPU replacement required",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgQtGIAV/view https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgSinIAF/view,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Camera dirty and LED off https://escogroup.lightning.force.com/lightning/r/Case/500Do00000HtRsiIAF/view https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgGKtIAN/view,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"[kelly][Thu, 25 Apr 2024 16:29:54 GMT] Good grab rate with low false alarm rate. There are 2 missing tooth incidents on 04/21 and first one alarmed very late and second one alarmed one time then alarmed 8 consecutive alarms after another 5 TM logs. Check configuration is recommended.",,,,,,,,,,,,,,,,,,,,,
6574,"Fri, 10 May 2024 19:09:54 GMT",024-220331 Kevitsa FS302,3,FALSE,0,4,0,0,0,"[Pavan Bains][Fri, 10 May 2024 19:08:52 GMT] - Bucket camera is dirty (Right Disparity): LCS not working",WRONG,Fri May 10 2024 12:09:54 GMT-0700 (Pacific Daylight Time),Pavan Bains,0%,0.41%,812,735,839,NULL,618,448,,1,TRUE,,,GOOD,GOOD,AVERAGE,,
6575,"Fri, 10 May 2024 19:09:55 GMT",024-220331 Kevitsa FS302,3,FALSE,0,4,0,0,0,"[Pavan Bains][Fri, 10 May 2024 19:08:52 GMT] - Bucket camera is dirty (Right Disparity): LCS not working",WRONG,Fri May 10 2024 12:09:55 GMT-0700 (Pacific Daylight Time),Pavan Bains,0%,0.41%,812,735,839,NULL,618,448,,1,TRUE,,,GOOD,GOOD,AVERAGE,,
6576,"Fri, 10 May 2024 19:10:08 GMT",024-220331 Kevitsa FS302,3,FALSE,0,4,0,0,0,"[Pavan Bains][Fri, 10 May 2024 19:08:52 GMT] - Bucket camera is dirty (Right Disparity): LCS not working, Low logs (MTDL)",WRONG,Fri May 10 2024 12:10:08 GMT-0700 (Pacific Daylight Time),Pavan Bains,0%,0.41%,812,735,839,NULL,618,448,,1,TRUE,,,GOOD,GOOD,AVERAGE,,
6577,"Fri, 10 May 2024 19:10:08 GMT",024-220331 Kevitsa FS302,3,FALSE,0,4,0,0,0,"[Pavan Bains][Fri, 10 May 2024 19:08:52 GMT] - Bucket camera is dirty (Right Disparity): LCS not working, Low logs (MTDL)",WRONG,Fri May 10 2024 12:10:08 GMT-0700 (Pacific Daylight Time),Pavan Bains,0%,0.41%,812,735,839,NULL,618,448,,1,TRUE,,,GOOD,GOOD,AVERAGE,,
6578,"Fri, 10 May 2024 19:10:34 GMT",KEV FS201,1,FALSE,0,0,0,0,0,"[Pavan Bains][Fri, 10 May 2024 19:10:27 GMT] - System is working well",AVERAGE,Fri May 10 2024 12:10:34 GMT-0700 (Pacific Daylight Time),Pavan Bains,0%,0%,10,10,N/A,NULL,N/A,9,,1,TRUE,,,GOOD,GOOD,AVERAGE,,
6579,"Fri, 10 May 2024 19:10:34 GMT",KEV FS201,1,FALSE,0,0,0,0,0,"[Pavan Bains][Fri, 10 May 2024 19:10:27 GMT] - System is working well",AVERAGE,Fri May 10 2024 12:10:34 GMT-0700 (Pacific Daylight Time),Pavan Bains,0%,0%,10,10,N/A,NULL,N/A,9,,1,TRUE,,,GOOD,GOOD,AVERAGE,,
6600,"Fri, 10 May 2024 19:54:56 GMT",Ait SH1132,1,FALSE,0,0,1,1,0,System is operational. Bucket camera is slightly blurry,AVERAGE,Fri May 10 2024 12:54:56 GMT-0700 (Pacific Daylight Time),Malcolm Brown,0%,2.62%,222,229,282,NULL,152,75,,1,TRUE,,,GOOD,GOOD,AVERAGE,,
6623,"Fri, 10 May 2024 20:30:49 GMT",043-220526-QBL-SH902,3,FALSE,0,5,0,0,0,"[Emmanuel][Fri, 10 May 2024 20:29:11 GMT]",WRONG,Fri May 10 2024 16:30:49 GMT-0400 (hora estÃ¡ndar de Chile),Emmanuel,0.56%,14.29%,178,147,141,NULL,78,33,,0,FALSE,,,GOOD,GOOD,AVERAGE,,
,,,,,,,,,,"[Emmanuel][Fri, 10 May 2024 20:30:22 GMT] system operating, needs main camera and led adjustment and cleaning.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgRb7IAF/view,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,https://escogroup.lightning.force.com/lightning/r/Case/500Do00000JgRc5IAF/view,,,,,,,,,,,,,,,,,,,,,
6649,"Mon, 13 May 2024 01:33:23 GMT",052-220718 - IBO EX8388,1,TRUE,0,5,0,0,0,"[Andrew Marson][Mon, 13 May 2024 01:33:20 GMT] System operating normally. Bucket camera slightly smudged.Latest Surveillance Log (UTC):13/05/2024 - 00:54:04 UTC",AVERAGE,Mon May 13 2024 09:33:23 GMT+0800 (Australian Western Standard Time),Andrew Marson,0%,0.20%,1343,999,1278,NULL,462,464,,0,TRUE,,,GOOD,GOOD,AVERAGE,,
6726,"Mon, 13 May 2024 15:31:56 GMT",043-220526-QBL-SH902,3,FALSE,0,5,3,0,0,"[Emmanuel][Mon, 13 May 2024 14:37:56 GMT]",WRONG,Mon May 13 2024 11:31:56 GMT-0400 (hora estÃ¡ndar de Chile),Emmanuel,0.50%,0.86%,994,694,883,NULL,265,101,,0,FALSE,,,GOOD,WRONG,AVERAGE,,
